id,name,review,created_at,updated_at,images
371,Ricardo Ugarte,"  Kaixo Oskar!
 
    Por fin he podido sacar un ratico para escribirte unas líneas tras leer detenidamente el IKULIBRO. En su momento ya lo hice en el formato digital, pero no es lo mismo. Aunque me sirvió para calmar el ""ansia viva"" de recibirlo en papel junto con tus regalicos. En fin, que tener el libro fisicamente, tocarlo, olerlo y ver las fotografías impresas es otra cosa. Debe ser un defecto de chupatintas viejuno apegado al papel, qué le vamos a hacer.
 
    Me gusta el libro porque parece un cuaderno o un diario de confidencias muy personal, que lo es, con sus ""recuerdos"" en forma de fotos, tickets, anuncios. Es bonito y tiene un tacto muy agradable. Respecto al contenido, no me gustaría repetirme, pero me ha hecho recordar y revivir la emoción con la que leía las entradas de tu blog, en silencio, desde el anonimato de quien mira sin ser visto a través de las celosías de una ventana en internet. Te descubrí de rondón, de chiripa, por accidente. Iba buscando información sobre la exótica Cipango y el lejano oriente, cuando veo un blog con el nombre de IKUSUKI ( esa mezcla graciosa con el verbo en euskera ""IKUSI"" - VER). Me picó la curiosidad y vi un a un zalluco salao y ""tirao palante"" que lo mismo vendía camisetas, que bailaba el aurresku (a su manera, eso sí...) o se comía unos donuts a dos carrillos mientras nos enseñaba cómo pasaba la aspiradora por su miniapartamento, sin olvidar la ceremonia del té, el Karate, los gatostiables y demás fauna del lugar.
 
    Poco a poco fui viendo que tu blog era una manera de mantenerte unido a los tuyos, de desahogarte y de contarte-contarnos tus vivencias, tus soledades, tus metas, tus susedidos, tus amores, tus desamores, tus alegrías, tus tristezas. Sucedían en Japón, pero podrían ocurrir en cualquier lugar del mundo, te pasaban a ti y nos lo contabas. Con una generosidad y un corazón abierto de par en par, que me emocionaron y lo siguen haciendo. Además lo contabas con una frescura y una sinceridad, lejos del engolamiento y el autobombo, que me atraparon de inmediato.
 
    Más adelante fui viendo que esa empatía iba acrecentándose, al comprobar que muchos de esos sentimientos eran compartidos. Que como en su momento te dije yo también, como todos alguna vez me imagino, pasaba por un momento con goteras en el corazón y que tus historias me acompañaron para bien. Gracias Oskar por tu generosidad y por permitirnos tener un balcón con vistas a Japón y al mundo desde tu corazón (menudas vistas...). Mila esker Oskar, biotz biotzetik (Mil gracias, de corazón).
 
    Elegir algún relato es difícil porque me gustan todos, aunque me quedo con tres: La señora de los paraguas, Tomomi chan y el Señor de la tienda de zapatos. En los tres se puede comprobar que los japoneses, como todo hijo de vecino, comparten con el resto de la humanidad necesidades materiales y sentimentales y que los buenos comportamientos anidan en las buenas personas, ya sean de Japón, de Euskadi o de la Polinesia.
 
    He comprobado que tu manera de contar las cosas tiene mucho del estilo ""Sabina"". Que por cierto nunca me hizo mucha gracia, ni como cantante, ni como persona, siempre me pareció un canallita y no me gustaba mucho, PERO le he dado otra oportunidad, ahora hasta le veo su lado bueno, quién me lo iba a decir. Es un efecto colateral por leerte, ya le puedes pedir un disco dedicado por llevarle feligreses nuevos a su parroquia.
 
    En definitiva y como muy bien dice Fran: ""Llegué atraido a su blog por el país donde vive y me quedé por la persona que lo escribe"". AMEN!.
 
 
P.D. Te adjunto unas foticos para que veas que en Andra Mari también se lee el Ikulibro y que el señor de Martiartu y su señora se han quedado de piedra al leerlo. Agur majete!",2014-06-08 23:18:46,2014-06-08 23:18:46,https://lh3.googleusercontent.com/-Zkqop4x1oF4/U5Tu6FXbaCI/AAAAAAABKHw/LAkbPi1zn8M/w1074-h1432-no/IMG_0513.JPG|https://lh6.googleusercontent.com/-GAmEs9RcefA/U5Tu6CYqj7I/AAAAAAABKHs/PaDlgvhTd_M/w1074-h1432-no/IMG_0518.JPG|https://lh4.googleusercontent.com/-VIvP1WRomvM/U5Tu6GTYEDI/AAAAAAABKH0/fZxhYBGLSi0/w1074-h1432-no/IMG_0519.JPG
361,Eva Bretos,"Hola Oskar, 

Pues acabé el libro, me duró 4 días….y te aseguro que soy mala lectora. Mi marido me sigue comprando libros porque quiere que me tome mi tiempo para desconectar y sabe que me encanta, pero casi nunca tengo ese valioso tiempo.

Simplemente me ha encantado, me encanta que vivas la vida al 100%, así es como la entiendo yo también, aunque no soy tan valiente como tu para lanzarme a millones de actividades sola.
Me encanta que hables de tus amores pasados, porque a veces la gente se empeña en borrar el pasado. Contra más años cumplo más me gusta haber vivido tanto y haber sentido tanto, incluso la soledad, la tristeza, son sentimientos todos a flor de piel.

Oskar te diría mil cosas, pero también siento miedo, sé que tienes tu carácter y que no aceptas consejos. Que por cierto no tengo ninguno a darte y no soy de darlos.

Solo decirte que felicidades, que me ha encantado, que he disfrutado muchísimo y sigo haciéndolo leyendo tu blog, que me hace feliz haberlo encontrado y que ojalá prontos nos regales con otro libro.

Y solo espero poder sentarme algún día a charlar contigo, en Tokyo, porque aunque es duro pensar en estar lejos, que lugar tan maravilloso para vivir, no sabes como se echa de menos el silencio, la calma, el respeto….todo, desde aquí. Pero que tener el corazón partido es muy difícil…así que de momento intentamos quedarnos algo más cerca de la familia y mi trabajo que está en Barcelona.

Y una cosilla, me mandaste un regalo con el libro….y dentro hay un escrito en japonés que no entiendo….¿cómo hago? Te puedo enviar una foto y me traduces?

Un beso grande y que siempre sigas siendo tu

Eva",2014-05-28 00:04:07,2014-05-28 00:04:07,""
351,Javi Marcos,"Hola Oskar:

Soy Javi o como tú me llamas ""GEMELO"" jajajaja

Siempre he pensado que sabía expresarme delante de una hoja en blanco, al igual que a tí me gustaba escribir sobre mis experiencias vitales (en tu caso un blog, en mi caso poemas), pero al leer tu libro/vida/sueño sólo puedo decir que jamás llegaré a desarmar mi alma de la manera tan estupenda, amena y sobre todo natural, tal y como tú lo has hecho.

En mi caso no pude esperar a tener el libro en la mano y con la tablet de 10 pulgadas (que Samsung fabricó y mi mujer me prestó) cogí el archivo PDF por los cuernos y me puse a leer de manera ávida al principio y pausadamente y degustando cada historia después. El inicio lo he releido después, ya que según avanzaba en las historias me di cuenta de que había que tener en cuenta cada letra, cada palabra, cada frase... Porque en todas y cada una de ellas había un trozo de sentimiento, una parte de locura, una pizca de humor que mezclado y bien batido hacían el conjunto de una vida de lucha y constante superación, una vida con momentos de alegrías, momentos de penas y momentos graciosos, pero que cada uno de ellos perdían el sentido sin los demás, y al empezar a leer tan rápido me había perdido la esencia de los primeros capítulos.

Cada rato que me sentaba con la pantalla frente a mi cara, me sumergía en las historias que ibas relatando, y cuando terminé de leer supe que mi mujer sabía que tipo de historia estaba leyendo por mis gestos, mis sonrisas y tengo que reconocer que hasta por mis lágrimas. Me contaba ella días después de acabar el libro, que me pasé toda esa temporada como inquieto, y que solamente me notaba tranquilo cuando llegaba la hora de sentarme a recibir ""mi dosis"" de IKULIBRO.

Lo cierto es que disfruté mucho leyéndolo, y no vreo que tarde mucho en volverlo a leer, pero ahora que tengo mi ejemplar firmado tengo una duda trascendental..... 
Lo hago en papel o de nuevo en pantalla????
Siempre he sido de los que han disfrutado del olor de los libros, de su textura, pero en caso del tuyo me da pena deformarlo o hacer que se abra, bueno ya viste como lo tenía forrado jajajaja

Bueno que me lio....

En definitiva, que me ha encantado leer tus historias y que, como te dije en la presentación, espero que haya un segundo libro dentro de unos años.
La historia la tienes fácil: VIDA Y MILAGROS DE LA PROXIMA ESTRELLA JAPONESA DEL ATHLETIC DE BILBAO: KOTA

JAJAJAJAJAJAJA

Sin más, me despido y reitero mi gran alegría de haberte visto en tu visita al pueblo.

Un abrazo grande (como el que te di)

Javi Marcos
""GEMELO""",2014-05-22 21:32:42,2014-05-22 21:32:42,""
341,Juan Manuel,"Muy buenas!
Después de mucho tiempo por fin puedo comentar el libro! ( me ha costado por falta de tiempo y es que joer vaya época que llevo! ). Ya vi que había como un concurso de las reseñas, pero pensé que mejor acabar el libro y que las kokeshis les llegue a alguien que no pueda viajar por esos lares y las disfrutarán mas ^^.
Antes de nada creo que debo recalcar dos cosas, la primera que soy un mal lector ( es decir, que no me gusta leer… hasta libros entretenidos me han cansado al cabo de x tiempo leyendo ) y segundo, soy un lector habitual del foro con lo que ya conocía algunas historias previamente. Con esto no quiero decir que el libro esté mal si no que soy un hueso más duro y que mi comentario de texto será de alguien que ya conoce tus historias ( para mi deberían haber dos tipos de comentarios, los que recibes de gente que lo leen por primera vez y les causa todas las sensaciones desde cero y los que ya las tenemos en mente y por lo tanto veremos el libro con otro enfoque ). 
Y dicho esto comienzo que me enrollo! La verdad es que no sé muy bien cómo explicar las sensaciones que me han causado el libro y es que la verdad es que últimamente no me veo muy bueno escribiendo ( y digo últimamente porque en mi época yo escribía historias cortas en un foro! XD y a la gente les gustaba aunque parezca ahora que no por cómo escribo! XD con faltas y todo ejem ejemmm :p!! ). 
Retomando el tema, si enfoco el libro tal y como me lo he ido leyendo, diríamos que las primeras historias son las que no había leído ( digo digamos porque la verdad que en su día cuando entré al foro me fui leyendo historias atrasadas ). Lo que he visto o me ha dado a mí la sensación, es que desde esas historia hasta ahora has mejorado en tu forma de escribir y de expresarte ( que conste que no digo que estén mal escritos eh! Si no que ahora lo haces mucho mejor ; ) ). 
Después cuando ya empecé a leer historias que conocía me surgieron dos ideas. La primera es que coñe! Cuanto tiempo llevo yo leyéndole?!  ( y la verdad es que por las fechas del libro parece que mucho!! Y eso que yo me ponía muchisisisimo menos ) y segundo me aburriré leyendo lo que ya había leído? La respuesta es…. Que no! xD Como muchas veces he dicho en el foro y me repito con  el libro es que eres una persona que abre su corazón ( la parte que puede y hasta un poquito más ) al resto de las personas que buenamente quieran pasar un ratico contigo. Y es que para mí, tu compartes tus penas y tus alegrías y con ellas nos haces sentir a tus lectores que somos personas cercanas y por lo tanto empaticemos contigo y con tus circustancias de ese momento. La verdad es que no recuerdo si tardé mucho o no en poner comentarios por el foro una vez descubierto pero la verdad es que lo hice porque ya que tu abrías una ventana a nosotros pues me pareció justo intentar interactuar contigo y dar mi opinión respecto a lo que has puesto como si de un amigo se tratase ( usar el término amigo sé que es algo incorrecto puesto que no interaccionamos mucho más que tus publicaciones y que el ser amigo de alguien hay que ganárselo por ambas partes, pero es que decir conocidos lo veo muy frío y que eso implicaría más bien el no ser participativo así que de momento dejo el termino amigo si no te parece mal XDD ). En fin, que creo que me he desviado un poco… retomando el libro el leer las historias básicamente lo que hizo es rememorar recuerdos como si de vivencias pasadas de un amigo fuesen y era como volver a pasar buenos y malos momentos ( sobre todo me siguen llegando a la mente los recuerdos del terremoto y el tsunami y es que tu modo de llevar la situación, exponerla y un año después decir las cosas me parecen de lo más correcto y de lo mejorcito que se podía decir ). 
Otro punto fuerte del libro es la parte de los comentarios, esa info adicional me ha gustado como lector asiduo para darme información adicional y la verdad es que para alguien que no lo haya leído creo que los pones bastante en antecedentes, digamos que le da un aire más confidencial al asunto y me gusta.
Por último están las reseñas y agradecimientos. La verdad es que es otra parte que me ha gustado mucho y que ha dado a conocer parte de tu personalidad que siempre vamos perfilando por lo que vamos leyendo para hacernos una idea ( esto lo digo por el comentario en el que ponías que gracias a las personas que les habías pasado el libro pero no habías tenido respuesta, que ya sabías que hacer a la próxima, y es que chapo! Por ese comentario me ha encantado! La verdad es que está muy bien que lo hayas soltado y te hayas quedado agustico! XD ).
Como todo ahora viene la parte negativa del asunto! Y es que yo creo que debes recibir críticas  y que sepas que son constructivas! Y desde mi punto de vista que fijo que para otros no será así. Este apartado lo hago porque yo creo que nunca se sabe y puede ser que reedites la edición o que incluso saques otro libro! XD ahora puede parecerte que no pero en su día fijo que también te parecía raro el tener tu propio libro.
Sobre el libro en general lo que veo es que me ha quedado un poco la idea de que tus primeros años has ido capeando el temporal como has podido y es que me da la sensación de que hay más cosas malas que buenas!  ( y te digo la sensación porque realmente no es así xD ) Me da que es porque la selección de temas la mayoría eran los que más te han impactado en este tiempo y que de normal siempre suelen ser los momentos malos los que dejan surcos más gruesos que olvidar. Y otra cosa que me ha pasado es que a veces me sentía un poco perdido cronológicamente ( si, lo sé! Estaban las fechas puestas peeeroo…. ), me da que esto es debido a la introducción de los comentarios de Chiaki y por medio otros amoríos, los cuales no tenían porque ser justo entonces si no una rememoración de otras épocas pero la verdad es que me he desubicado y tenía que decirlo! XD En cuanto a la encuadernación general, la letra está bien pero los números son algo confusos y el intentar hacer el libro como un diario viejo también lo veo curioso pero las manchas han quedado algo raras,  creo que quedaría mejor sin. Otra de las cosas es que la tapa del libro no es muy duradera ( esto lo digo porque mi tapa trasera se está pelando un poco ya y mira que el libro no lo he sacado de casa ). Y también he visto dos erratas que he de buscar para decírtelas si no es que te las han dicho ya ( es que las apunté pero se perdió le papel!! XD argghh ). 
Bueno y con todo este tostón  ( y que sepas que lo he recortado!! ) sólo decirte que gracias por abrirnos esa ventana a tu vida durante todo este tiempo y que de verdad no te tomes a mal las criticas que no lo digo a malas. Y que cualquier cosa pues que aquí estoy para hablarla ^_^.
P.D. Como he dicho muchas veces estaré por Tokio este veranico y la verdad es que me haría gracia tener el libro firmado a ver si coincidimos aunque sea de camino al metro! :P aunque la verdad es que me daría vergüenza, que yo al principio soy de tener mucho corte!! XD jurjur que contradictorio soy. ",2014-05-22 21:29:16,2014-05-22 21:29:16,""
331,Bego,"Kaixo :)

Bueno, pues no quería esperar más para decirte que me he leído tu libro de un tirón. Ya te leía en el blog, pero no si es el papel o tener que pasar hojas físicas, pero se siente distinto. Leyendo tu blog si que me he estremecido, pero nunca llorado. Y con el libro he llorado mucho y reído también. Y a veces he reído y llorado a la vez :)

Enhorabuena de verdad y yo creo que somos nosotros los que tenemos que agradecerte a ti que lo hayas editado porque nos has hecho olvidar, por un ratito, el mundo en el que vivimos. Nos has hecho felices.

Musu handi bat,
Bego

P.D. Te debo una foto bonita de tu libro por estos lares :) ",2014-05-22 21:26:57,2014-05-22 21:26:57,""
321,Nacho,"Buenas tardes Oskar,

Lo he retrasado lo que he podido, poder pensar tranquilamente en cada momento, imaginarlo y mezclarlo con mis propias experiencias, muchas de ellas no tan distantes, pero al final he terminado el libro. Muchas gracias, de corazón.

Tengo que reconocer que me gusta mucho tu forma de escribir, de expresarte. Da igual si las historias son reales o no, porque te salen de dentro, llenas de vida, con palabras bien escogidas pero sin retorcimientos, transmitiendo un arco iris de sentimientos que lo inunda todo.
Mis capítulos favoritos tengo que reconocer que han sido los finales: La primera cita ""importante"" con Chiaki, la pedida de mano, la boda... Obviamente mi momento personal es muy similar a ese, y me veo reflejado en muchas cosas. Aunque mi futura mujer no es local, al ser japonesa hace la experiencia muy cercana.
Por no hablar de los momentos de soledad iniciales que, aunque para mí sólo fueron unos meses y podía ir a Madrid cuando quisiera, no dejaron de ser duros. O los noviazgos con chicas extranjeras que sabes que no funcionan pero ayudan a pasar el invierno. O las botellas de Rioja para olvidar un poco la morriña, y eso que yo iba para Madrid cada tres o cuatro meses, pero aún así... O la que durante mis primeros dos años fue mi mejor amiga por aquí, una chica mexicana. O las borracheras solitarias; pocas, por suerte. O tantas y tantas otras cosas que cuentas en el libro.

Muchas gracias de nuevo :)


Un abrazo,
Nacho

PD: A mi madre también le ha encantado. Le dije que te escribiera, pero no sé si lo habrá hecho al final.",2014-05-11 03:29:57,2014-05-11 03:29:57,""
301,Ana Claudia,"Hola Oskar, te cuento q no pude esperar a empezar a leer el libro, seguro en un par dias te estare contando sobre lo que mas me gustó, si es que puedo elegir algo no sea que todo... :) Si a mitad de la pag 10 ya se siente una curiosidad, complicidad... y la seguridad de que eres muy bueno contando historias.

Y bueno, que pense en tomar una foto para que vieras la ciudad a donde acaba de llegar tu libro, y aproveche esta tarde que estaba soleada para q se viera el cerro que la caracteriza, el Illimani. Solo que entre mis nulas aptitudes para la fotografia, el viento q movia las hojas, y mis unicas dos manos para tomar la foto con el movil y sostener el libro, en realidad el disparo se hizo con la articulacion del dedo pulgar.. :D
Seguro en algun momento consigo una gran foto, d momento te mando mis intentos.

Saludos!!!",2014-05-11 03:17:10,2014-05-11 03:17:10,https://s3-ap-northeast-1.amazonaws.com/ikulibro/20140502_164746.jpg
291,Pablo,"Hola Oskar:

Hace unos días terminé de leer el libro, muy cerca de una isla que conocerás bien (ver foto). He disfrutado mucho leyendo tus andanzas y reflexiones hechas por Japón. Gracias por todo ello.

Sin duda, son una visión muy refrescante de lo que significa ir a vivir a un nuevo mundo y no quedarse en la superficie, sino ir algo más allá. Todo ello con una mezcla de naturalidad, algo de osadía y ambición sana por encontrarse a uno mismo en medio del proceso de encontrar el tono bien afinado.

Ahora que tienes las notas bien afinadas, ¡te toca hacer música! Mucha suerte,

Pablo",2014-05-11 03:11:05,2014-05-11 03:11:05,https://s3-ap-northeast-1.amazonaws.com/ikulibro/20140416_193024.jpg
281,Isaac Castro,"Me ha costado, pero me he animado al final a escribirte esto. No es que me haya costado por no saber que decir, si no que no sabía como decirlo. No se me da muy allá el tema este de contar por escrito cosas, pero aún así, ya que dijiste en más de una ocasión que te gusta recibir nuestras opiniones y/u/o comentarios, allá voy.

Te descubrí por una muy buena amiga con la que vivo, que me dijo que existías, que ibas a sacar un libro, que no fuese cutre y me animara. Y se lo dijo a su novio. Y me leí medio post aleatorio del blog y me encantó, y me animé. Al final nos animamos todos, y flipamos con lo que conseguiste. Eras tema de conversación a la hora de la comida: ""Visteis por cuanto va el libro?"" 

El caso es que llegó el PDF, y me contuve para no leerlo ya que tenía pinta de que la encuadernación iba a merecer a pena, y así fué. Me encanta el acabado mate de la portada, y me encanta el diseño. Pensé que iba a costar leerlo, que el tipo de letra se iba a hacer difícil después de unas horas leyendo pero no. Y sé que no, porque el libro me duró de viernes a la noche que me llegó hasta sábado a la noche. Y lo disfruté, vaya si lo disfruté.

Se llora, y bastante. De hecho lo está leyendo un amigo y el otro día me dijo por chat ""1) Abrir ikulibro por página random. 2) Empezar a leer. 3) Empezar a llorar"". Y a pesar de lo poco que me gusta llorar, lo disfruté. Cuentas lo que te pasa de una manera que consigues que el lector lo esté oyendo de ti. Me quedó la sensación de que lo que cuentas lo haces porque quieres que yo comparta contigo esas historias, una conexión que hacer sentir muy cómodo.

Me dio pena acabarlo. Tanto que me puse con el blog. Empecé en la página 1 y me lo leí entero. Porque si el libro me gustó, el blog me encantó. Sobre todo me encantó por encontrar a alguien que vive allá, que le gusta estar allá y que no tiene la necesidad de saberse todos los seiyuus de los animes, o si tal anime es así o de otra manera. Yo estaba convencido de que a todos los que les gustaba Japón les gustaba el anime, porque eso es lo que veo desde aquí. Después hai casos ya espectacularmente exagerados, como comentas en un post, los Autonacionalizados. También conozco. Y son muy insoportables, y debido a ellos estaba bastante convencido de que Japón=Anime, y resulta que no, que puedes vivir allí, incluso gustarte Japón, sin que te guste el anime.

Dejando eso a un lado, que me lío y tendrás más cosas que hacer que ller estes correos, con el blog conseguiste, primeiro que me quiera comprar camisetas de Ikusuki, que lo haré; y después convencerme de que la vida no está para aguantar inaguantables, que uno mismo se basta y se sobra para hacer lo que quiere hacer, y que hay que jugar con las cartas que tienes en la mano y no esperar a que vengan a barajar otros.

El tocho de correo se podría resumir en GRACIAS. He pasado unas muy buenas horas leyendo el libro, leyendo el blog y viendo los vídeos. Y he aprendido. Leyéndote he aprendido cosas sobre Japón que han hecho que me gustase un poquito más, que aún que no es la finalidad que tenías, imagino, nunca está de más ejercer de profesor. ;)

Para la semana por aquí por Santiago de Compostela se celebra la semana Japonesa, conmemorando el año Japón-España. Espero tener suerte y poder acercarme a alguno de los eventos, porque hay cosas interesantes. Y que después de leerlas de tu mano, apetece ver en directo, como la ceremonia del té.

Espero no haberte hecho perder mucho tiempo leyendo esto, pero la verdad es que quería agradecerte las horas de entretenimiento y quería contarte mi experiencia.

Espero que disfrutaras de tus vacaciones por aquí, y que te vaya de maravilla a la vuela por allí.

Un saludo.",2014-05-11 02:56:51,2014-05-11 02:56:51,""
271,Nau,"Hola Oskar,

Recibí el libro el 8 de Abril, pero no pude recogerlo hasta después de las vacaciones. Llámalo coincidencia o destino, pero el 8 de abril de hace 5 años, mi pareja y yo estábamos tomando un avión de vuelta a  España en el aeropuerto de Narita, después de 22 días fantásticos en ese país donde transcurren casi todas las historias de tu libro. Un viaje muy planificado, anhelado y que disfrutamos al máximo. Tu blog lo encontré meses después de esa fecha, en un fútil intento de acabar con el síndrome de abstinencia que sufrimos tras la vuelta a casa.

Por eso, la mayoría de tus historias me resultaron cercanas, y porque tu manera de escribir y de encarar las cosas siempre me calentaba el corazón, me quedé como una asidua lectora aunque nunca participé, primero porque nunca he sido de participar en este mundo de internet (aunque llevo aquí muchas más lunas de las que llevas tú:)), y segundo, porque la vida me hizo un gran regalo después de aquel viaje, y he estado pendiente de ese regalo desde hace ya 5 años. Tú sabes bien de lo que hablo desde hace un poco más de 6 meses:)

Tus relatos son cautivadores, y ten por seguro que eso se debe a tu manera de retratar tus emociones a través de las palabras. En la mayoría de tus historias, me siento no como una lectora, sino como una espectadora, estoy viendo y viviendo a través del texto lo que tu has experimentado en ti mismo. De ahí que la alegría sea contagiosa, y la tristeza me atrape como una gran telaraña al igual que a ti. Que sienta el frío del invierno a través de ordenador, y la calidez de las emociones hechas palabras. Me han encantado las nuevas historias, es muy gratificante ver cómo la vida va premiando a personas como tú, que tanto aman vivir y no sobrevivir.

La edición es fantástica, la parte visual arropa de manera excepcional la parte escrita, Felicidades al editor, y a tí por elegirlo con tanto acierto.

Y termino ya con una pequeña confesión: a veces leyendo tu blog, y ahora lo he revivido leyendo tu libro, me he sentido incómoda, y no porque no me haya gustado, sino porque tú has compartido tu vida conmigo - aún sin saberlo- y por mi parte solo has recibido silencio. No ha existido quid pro quo hasta ahora, y aunque me sepa a poco y sea poco, este mensaje y comprar tu libro son mis dos diminutas gotas de agua que aportar al mar de familia, amigos y gente que te quiere y que te ha acompañado hasta ahora. Ojalá y sea capaz de seguir acompañándote también de aquí en adelante de forma un poco menos silenciosa y escondida.

Felicidades por tu libro, por tu familia y por tus ganas de seguir adelante. Gracias y hasta la siguiente entrada del blog o la segunda parte del libro:).

Nau
",2014-05-11 02:27:08,2014-05-11 02:27:08,""
261,Javier Ginestar,"He tenido el honor de coincidir unos minutos con Oskar en el mismísimo Tokio y que me diera el libro dedicado en mano. No creo que sea consciente de la alegría que me ha dado.

Desde hace muchos años que sigo el blog y desde siempre me ha encantado. La idea del libro me pareció estupenda. Me descargué el pdf del libro en cuanto avisó, pero prefería la edición en papel.

Me tocó esperar un tiempo. Tenía que ser en el viaje ansiado a Japón que ha coincido con la luna de miel. Otra alegría que se suma al viaje, otro granito de arena para hacer el viaje más especial.

El ikulibro me ha sorprendido. Lo primero destacar la impresionante maquetación, un gran trabajo. Y lo segundo, la magia de recordar historias leídas hace ya un tiempo y el descubrir alguna que se te ha escapado.

Y ahora no hay nada mejor que leer unas páginas por todos los destinos del viaje en el mismísimo Japón.

Un abrazo",2014-05-04 07:34:36,2014-05-04 07:34:36,""
251,Raúl Nuñez,"Aupa

Pues no se que decirte, la verdad es que lo de escribir no se me da igual de bien que a ti.

El caso es que empece a leerlo ayer y ya lo he terminado, creo que no hay mejor reseña para un libro.

Me ha gustado mucho, como me gusta el blog, que sigo desde que lo descubrí allá por el 2009 mientras buscaba algo de información para mis vacaciones en Japón.

No encontré lo que había ido a buscar, pero allí me quede y ahí sigo, esperando cada nueva entrada.

Que sí, que no comento casi nunca, ya lo sé.

En fin, que gracias y a por el Vol II",2014-04-09 01:05:34,2014-04-09 01:05:34,""
241,Jorge Ezama,"Muy buenas Oskar,

Bueno a ver si a la décima va la vencida, esto lo digo porque los anteriores intentos por escribirte un mail sobre tu libro los he descartado porque eran más largos que juego de tronos y una chapa de tres pares de ... dejemoslo en tamagos.

Me ha molado tu libro, no soy ni crítico literario ni na, así que no se si podría ser mejor o no, simplemente sé que me ha gustado.

Me han gustado las historias que has metido porque hay de todo, desde el mosqueo, y con razón, con la prensa por como informaron y se comportaron con toda la historia del tsunami y Fukushima, pasando por lo que me descojone con el día en que Michiko ya ""pierde"" la paciencia y os hace decir y reconocer a Chiaki y a ti lo que era obvio pero que no acababais de dar el paso, aderezado con esas otras historias en las que cuentas como ves la vida y de las otras en las que se extrae el como afrontas los retos que se te presentan en la vida o los que te buscas. Y luego esas ""pequeñas"" historias, que en este mundo de egos, para la mayoría pasan desapercibas como son la historia de la señora de los paraguas o la del vagabundo.
Además ya no simplemente son las historias, también tenemos el como están escritas, unas tienen una especie de ritmo y cadencia en la lectura, otras destacan por su estilo Sabinesco en la forma retorcida pero amena para la lectura de la descripción de las cosas.
Unas son como las cartas de un amigo que te cuenta cositas de su vida, otras son como un relato de amores perdidos que hacen que el corazon lata como si estuviera sólo en el pecho, sin el resto de entrañas, golpeando en vacio y pudiendo notar cada uno de sus latidos y en otros deseas tener otros ojos para aprender a ver la vida de otro manera, viendo más allá de nuestras narices.
También ha sido muy bueno el detalle de los mensajes en botella, todos muy buenos y con los que mas de acuerdo estoy es con TM y el como hacen sentir tus historias y con el Tio Chiqui y su sofa, que supongo que será que como tengo pánico a levantarme del mio disfruto con vuestras batallitas desde él.

Espero que no haya sido mucha chapa... y no he especificado que historia me gusta más porque todo depende del día....

Un saludo y enhorabuena, y muchas gracias por el libro

Battosai",2014-04-06 22:23:38,2014-04-06 22:23:38,""
231,Carolina Caubert,"¡Hola Oskar! 

Soy Carolina Caubert, perdona el retraso, entre unas cosas y otras, ha pasado una semana desde que recibí mi libro. Muchas gracias. Llegó en perfecto estado y tuve que calmarme para no devorarlo... Tu libro tiene mucha fuerza y mucha alegría, y eso lo transmites al que lo lee...

Decirte que me ha gustado mucho, que me ha emocionado lo que en esas páginas cuentas, no te conozco ni he hablado mucho contigo, pero veo que eres una persona muy cercana y simpática. Muchas veces tengo días cuesta arriba y veo fotos que cuelgas, por ejemplo una divertida en la que estábais intentando estar serios, y no puedo evitar que se me escape una sonrisa. 

Tú libro me ha parecido una bonita forma de conocerte y que sepas que tienes una seguidora incondicional. Te deseo mucha suerte, que Kota, Chiaki y tú seáis los tres muy felices. Y nos iremos leyendo por el blog o Instagram. 

Un saludo y un abrazo muy fuerte. 

Todo lo que te propongas lo conseguirás. ",2014-04-04 00:54:13,2014-04-04 00:54:13,""
221,Josu Galfasoro,"Amigo Oskar!!!! Nos conocemos desde la infancia. Ese patio del colegio Mimetiz, de Zalla. En el nos cruzabamos,  y oía decir de vez en cuando: ""ese renacuajo es el de Begoña, la de mates"". Que tiempos de inocencia.... 
Luego la vida nos unió en un Dojo. Recuerdo el primer dia, como aquel kohai fue recibido por los sempais. Alli estabas tu, menudo, abierto, sencillo, igual que ahora, pero con un ki interior que impresionaba cuando hacíamos combates. Y quien me iba ha decir que ""Koki"", aquel tipo sencillo que tanto me enseño en el Dojo, iba a escribir un libro. Un libro que empecé a leer el día que llegó y que he terminado hoy. Un libro que destapa sentimientos. Solo puedo decir una cosa:GRACIAS.  Estuve por aquellas tierras hace 7 años.  Marché con la esperanza de volver y tu libro ha despertado esa esperanza. Sólo puedo desearte lo mejor a ti, a los tuyos y en especial a Kota, ""ese renacuajo que es de Oskar, el de Tokio,..... el de Zalla...., el de sus amigos"".
Tu amigo Josu, el de Begoña, la de mates.

Fdo: Josu Galfasoro Lezkano",2014-03-30 22:13:59,2014-03-30 22:13:59,""
